No,accessions,anastomosis_group,host_common,host_scientific,host_groups,country,year,Comment
554,KR006144,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
555,KR006145,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
556,KR006146,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
557,KR006147,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
558,KR006148,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
559,KR006149,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
560,KR006150,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
561,KR006152,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
562,KR006154,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
563,KR006155,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
564,KR006158,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
565,KR006159,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
566,KR006160,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
567,KR006161,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
568,KR006162,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
569,KR006163,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
570,KR006164,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
571,KR006165,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
572,KR006166,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
573,KR006167,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
574,KR006168,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
575,KR006170,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
576,KR006171,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
577,KR006172,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
578,KR006173,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
579,KR006174,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
580,KR006175,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
581,KR006176,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
582,KR006177,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
583,KR006179,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
584,KR006180,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
585,KR006181,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
586,KR006182,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
587,KR006183,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
588,KR006184,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
589,KR006185,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
590,KR006186,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
591,KR006187,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
592,KR006192,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
593,KR006193,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
594,KR006194,AG3,Potato,Solanum tuberosum,Solanaceae,China,2011,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
595,KR006196,AG3,Potato,Solanum tuberosum,Solanaceae,China,2012,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
596,KR006200,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
597,KR006202,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
598,KR006208,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
599,KR006209,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
600,KR006210,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
601,KR006211,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
602,KR006212,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
603,KR006213,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
604,KR006214,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
605,KR006215,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
606,KR006216,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
607,KR006217,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
608,KR006218,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
609,KR006219,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
610,KR006220,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
611,KR006221,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
612,KR006222,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
613,KR006223,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
614,KR006224,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
615,KR006225,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
616,KR006226,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
617,KR006227,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
618,KR006228,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
619,KR006229,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
620,KR006230,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
621,KR006231,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
622,KR006232,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
623,KR006233,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
624,KR006234,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
625,KR006235,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
626,KR006236,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
627,KR006237,AG3,Potato,Solanum tuberosum,Solanaceae,China,2013,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
628,KR006238,AG3,Potato,Solanum tuberosum,Solanaceae,China,2014,Yang et al. 2015 (DOI: 10.1007/s10658-015-0668-x)
629,KR259912,AG3,Sugarbeet,Beta vulgaris,Amaranthaceae,China,2015,Zhao et al. 2023 (https://doi.org/10.3390/jof9050545)
630,KT583225,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
631,KT583236,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
632,KT583237,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
633,KT583239,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
634,KT583241,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
635,KT583244,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
636,KT583246,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
637,KT583249,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
638,KT583255,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
639,KT583256,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
640,KT583263,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
641,KT583264,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
642,KT583267,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
643,KT583269,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
644,KT583270,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
645,KT583271,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
646,KT583272,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
647,KT583274,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
648,KT583277,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
649,KT583279,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2010,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
650,KT583286,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
651,KT583287,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
652,KT583290,AG3,Potato,Solanum tuberosum,Solanaceae,Cyprus,2011,Kanetis et al. 2016 (https://doi.org/10.1094/PDIS-10-15-1238-RE)
653,KT783526,AG3,Potato,Solanum tuberosum,Solanaceae,USA,2013,Salamone et al. 2020 (https://doi.org/10.1016/j.mimet.2020.105914)
654,KU161133,AG3,Potato,Solanum tuberosum,Solanaceae,South Africa,2013,Zimudzi et al. 2017 (https://doi.org/10.1007/s11540-017-9345-0)
655,KU161134,AG3,Potato,Solanum tuberosum,Solanaceae,Zimbabwe,2013,Zimudzi et al. 2017 (https://doi.org/10.1007/s11540-017-9345-0)
656,KX118340,AG3,Soybean,Glycine max,Fabaceae,USA,2013,Ajayi-Oyetunde et al. 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)
657,KX118341,AG3,Soybean,Glycine max,Fabaceae,USA,2013,Ajayi-Oyetunde et al. 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)
658,KX118342,AG3,Soybean,Glycine max,Fabaceae,USA,2013,Ajayi-Oyetunde et al. 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)
659,KX118343,AG3,Soybean,Glycine max,Fabaceae,USA,2013,Ajayi-Oyetunde et al. 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)
660,KX118396,AG3,Soybean,Glycine max,Fabaceae,USA,2012,Ajayi-Oyetunde et al. 2017 (https://doi.org/10.1094/PDIS-06-16-0810-RE)
661,KX468064,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
662,KX468065,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
663,KX468066,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
664,KX468067,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
665,KX468068,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
666,KX468077,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
667,KX468079,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
668,KX468080,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
669,KX468081,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
670,KX468082,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
671,KX631230,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
672,KX631231,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
673,KX631232,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
674,KX631233,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
675,KX631234,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
676,KX631235,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
677,KX631236,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
678,KX631237,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
679,KX631238,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
680,KX631240,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
681,KX631241,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
682,KX631242,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
683,KX631243,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
684,KX631244,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
685,KX631245,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
686,KX631246,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
687,KX631247,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
688,KX631262,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
689,KX631263,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
690,KX631264,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
691,KX631265,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
692,KX631266,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
693,KX631267,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
694,KX631268,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
695,KX631269,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
696,KX631270,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
697,KX631271,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
698,KX631272,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
699,KX631273,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
700,KX631274,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
701,KX631275,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
702,KX631276,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
703,KX631277,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
704,KX631278,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
705,KX631279,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
706,KX631280,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
707,KX631281,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
708,KX631282,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
709,KX631283,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
710,KX631284,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
711,KX631285,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
712,KX631286,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
713,KX631287,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
714,KX631288,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
715,KX631310,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
716,KX631311,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
717,KX631312,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
718,KX631313,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
719,KX631314,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
720,KX631322,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
721,KX631323,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
722,KX631324,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
723,KX631325,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
724,KX631326,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
725,KX631327,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
726,KX631328,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
727,KX631329,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
728,KX631330,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
729,KX631331,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
730,KX631332,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
731,KX631333,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
732,KX631334,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
733,KX631335,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
734,KX631336,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
735,KX631337,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
736,KX631338,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
737,KX631339,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
738,KX631363,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
739,KX631364,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
740,KX631365,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
741,KX631366,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
742,KX631367,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
743,KX631374,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
744,KX631375,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
