No,accessions,strain,strain_summarized,anastomosis_group.AG.,host,host_common,host_scientific,host_families,host_group_summarized,country,state_province,collection_date,year,continent,region,Latitude,Longitude,manuscript
1758,KJ777589,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1759,KJ777590,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1760,KJ777591,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1761,KJ777592,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1762,KJ777593,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1763,KJ777594,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1764,KJ777595,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1765,KJ777596,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1766,KJ777597,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1767,KJ777598,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1768,KJ777599,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1769,KJ777600,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1770,KJ777601,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1771,KJ777602,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1772,KJ777603,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1773,KJ777604,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1774,KJ777605,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1775,KJ777606,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1776,KJ777607,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1777,KJ777608,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1778,KJ777609,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1779,KJ777610,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1780,KJ777611,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1781,KJ777612,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1782,KJ777613,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1783,KJ777614,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1784,KJ777615,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1785,KJ777616,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1786,KJ777617,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1787,KJ777618,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1788,KJ777619,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1789,KJ777620,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1790,KJ777621,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1791,KJ777622,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1792,KJ777623,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1793,KJ777624,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1794,KJ777625,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1795,KJ777626,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1796,KJ777627,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1797,KJ777628,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1798,KJ777635,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1799,KJ777638,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1800,KJ777639,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1801,KJ777646,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1802,KJ777647,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1803,KJ777648,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1804,KJ777649,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1805,KJ777650,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1806,KJ777651,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1807,KJ777652,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1808,KJ777653,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1809,KJ777654,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1810,KJ777660,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1811,KJ777661,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1812,KJ777662,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1813,KJ777663,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1814,KJ777664,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1815,KJ777665,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1816,KJ777666,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1817,KJ777667,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1818,KP298005,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1819,KP298006,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1820,KP298007,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1821,KP298008,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
1822,KP403279,NA,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
2227,KU161133,7F2,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Zimudzi et al., 2017 (https://doi.org/10.1007/s11540-017-9345-0)"
2887,KJ777634,NA,AG4-HGI,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
2888,KJ777637,NA,AG4-HGI,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
2889,KJ777642,NA,AG4-HGI,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
3269,KF712285,NA,AG4-HGIII,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2014 (DOI: 10.1094/PDIS-11-13-1131-PDN"
3270,KF712286,NA,AG4-HGIII,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2014 (DOI: 10.1094/PDIS-11-13-1131-PDN"
3271,KF712287,NA,AG4-HGIII,AG-4,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2014 (DOI: 10.1094/PDIS-11-13-1131-PDN"
3426,KJ777579,NA,AG5,AG-5,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,South Africa,NA,NA,2014,Africa,Sub-Saharan Africa,-8.78,34.51,"Muzhinji et al., 2015 (https://apsjournals.apsnet.org/doi/epdf/10.1094/PDIS-02-15-0236-RE)"
3523,AF153788,AG6,AG6,AG-6,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,South Africa,,NA,NA,Africa,Sub-Saharan Africa,-8.78,34.51,"P4-HGIope, E.J. and Carter, D.A., 2001 (https://doi.org/10.1080/00275514.2001.12063202)"
3524,AF153789,AG6,AG6,AG-6,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,South Africa,NA,NA,NA,Africa,Sub-Saharan Africa,-8.78,34.51,"Pope, E.J. and Carter, D.A., 2001 (https://doi.org/10.1080/00275514.2001.12063202)"
3525,AF153790,AG6,AG6,AG-6,wheat,wheat,Triticum aestivum,Poaceae,Poaceae,Tanzania,,NA,NA,Africa,Sub-Saharan Africa,-8.78,34.51,"Pope, E.J. and Carter, D.A., 2001 (https://doi.org/10.1080/00275514.2001.12063202)"
1209,HM054532,NA,AG2-3,AG-2,chickpea,chickpea,Cicer arietinum,Fabaceae,Fabaceae,Tunisia,NA,NA,2007,Africa,Middle East & North Africa,-8.78,34.51,"Omri et al., 2010 (DOI:10.14601/Phytopathol_Mediterr-3301)"
2228,KU161134,10F31,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,Zimbabwe,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Zimudzi et al., 2017 (https://doi.org/10.1007/s11540-017-9345-0)"
2229,KU161142,10F29,AG3-PT,AG-3,potato,potato,Solanum tuberosum,Solanaceae,Solanaceae,Zimbabwe,NA,NA,2013,Africa,Sub-Saharan Africa,-8.78,34.51,"Zimudzi et al., 2017 (https://doi.org/10.1007/s11540-017-9345-0)"
3349,ON553688,NA,AG5,AG-5,Lablab,Lablab,Lablab purpureus,Fabaceae,Fabaceae,Bangladesh,,NA,2020,Asia,South Asia,34.05,100.62,"Kader et al., 2022 (DOI:10.1002/ndr2.12129)"
3350,ON553689,NA,AG5,AG-5,Lablab,Lablab,Lablab purpureus,Fabaceae,Fabaceae,Bangladesh,,NA,2020,Asia,South Asia,34.05,100.62,"Kader et al., 2022 (DOI:10.1002/ndr2.12129)"
22,MH395844,NA,AG1-IA,AG-1,Arachis hypogaea,Arachis hypogaea,Arachis hypogaea,Fabaceae,Fabaceae,China,,NA,NA,Asia,East Asia & Pacific,34.05,100.62,"Xue et al., 2018 (doi: 10.7717/peerj.5580)"
53,KP978016,AG-1 IA,AG1-IA,AG-1,Salvia miltiorrhiza,Salvia miltiorrhiza,Salvia miltiorrhiza,Lamiaceae,Other,China,,NA,2013,Asia,East Asia & Pacific,34.05,100.62,"Yi et al., 2015 (https://doi.org/10.1094/PDIS-03-15-0336-PDN)"
72,EF429316,AG1-IA,AG1-IA,AG-1,rice,rice,Oryza sativa,Poaceae,Poaceae,China,NA,NA,2006,Asia,East Asia & Pacific,34.05,100.62,"Hu, C. J. et al., 2008 (doi:10.1071/AP07076)"
92,KC285892,E53,AG1-IA,AG-1,rice,rice,Oryza sativa,Poaceae,Poaceae,China,NA,NA,NA,Asia,East Asia & Pacific,34.05,100.62,"Wei et al., 2014 (https://doi.org/10.1007/s11557-013-0909-3)"
93,KC285893,YN-1,AG1-IA,AG-1,rice,rice,Oryza sativa,Poaceae,Poaceae,China,NA,NA,NA,Asia,East Asia & Pacific,34.05,100.62,"Wei et al., 2014 (https://doi.org/10.1007/s11557-013-0909-3)"
114,MK571891,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
115,MK571909,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
116,MK571910,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
117,MK571911,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
118,MK571943,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
119,MK571978,AG1-IA,AG1-IA,AG-1,maize,maize,Zea mays,Poaceae,Poaceae,China,,2017,2017,Asia,East Asia & Pacific,34.05,100.62,"Shi et al., 2021 (https://doi.org/10.1007/s42161-021-00920-3)"
122,MH172667,AG1-IB,AG1-IB,AG-1,sugar beet,sugar beet,Beta vulgaris,Amaranthaceae,Amaranthaceae,China,,NA,2015,Asia,East Asia & Pacific,34.05,100.62,"Zhao et al., 2019 (https://doi.org/10.1007/s10658-018-1603-8)"
147,MH483965,JC1509103202,AG1-IB,AG-1,mustard,mustard,Brassica nigra,Brassicaceae,Brassicaceae,China,NA,NA,2015,Asia,East Asia & Pacific,34.05,100.62,"Duo et al., 2018 (doi: 10?13926 /j.cnki.apps.000448)"
153,MH483962,GL1607010202,AG1-IB,AG-1,cabbage,cabbage,Brassica oleracea var. capitata,Brassicaceae,Brassicaceae,China,NA,NA,2016,Asia,East Asia & Pacific,34.05,100.62,"Duo et al., 2018 (doi: 10?13926 /j.cnki.apps.000448)"
